id_klienta,wiek,zawod,stan_cywilny,wyksztalcenie,debet,hipoteka,pozyczka,liczba_kontaktow,przerwa,poprzednie,poprzedni_wynik,zmiennosc_zatrudnienia,CPI,CCI,EURIBOR3M,wskaznik_zatrudnienia,rezultat
17642,35,technician,married,university.degree,no,yes,no,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
17643,33,blue-collar,married,basic.9y,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
17644,32,admin.,single,basic.9y,unknown,no,no,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
17645,46,technician,married,unknown,no,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
17646,46,admin.,divorced,university.degree,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
17647,50,management,married,university.degree,no,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
17648,55,retired,married,basic.4y,unknown,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
17649,58,self-employed,married,unknown,unknown,no,no,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
17650,42,blue-collar,married,basic.4y,no,yes,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
17651,38,admin.,married,university.degree,no,yes,no,2,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
17652,40,unemployed,married,basic.9y,no,yes,yes,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
17653,33,technician,married,professional.course,no,no,yes,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
17654,31,technician,married,university.degree,no,yes,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
17655,33,admin.,married,university.degree,no,yes,no,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
17656,58,retired,married,high.school,no,no,no,2,999,0,nonexistent,-2.9,92.201,-31.4,0.838,5076.2,yes
17657,45,technician,married,high.school,no,yes,no,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
17658,41,admin.,married,high.school,no,yes,no,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
17659,56,admin.,married,basic.9y,no,no,yes,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
17660,33,blue-collar,married,basic.9y,no,no,yes,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
17661,39,blue-collar,married,basic.9y,no,no,no,3,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
17662,42,blue-collar,married,basic.6y,no,yes,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
17663,33,blue-collar,married,basic.6y,unknown,yes,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
17664,26,technician,married,university.degree,no,yes,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
17665,36,technician,married,professional.course,no,no,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
17666,42,admin.,married,university.degree,unknown,no,no,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
17667,31,technician,married,university.degree,no,unknown,unknown,1,999,1,failure,-0.1,93.2,-42,4.153,5195.8,no
17668,39,admin.,married,high.school,no,unknown,unknown,2,999,2,failure,-1.8,92.893,-46.2,1.354,5099.1,no
17669,49,blue-collar,married,basic.4y,unknown,yes,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
17670,52,admin.,married,university.degree,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
17671,32,entrepreneur,married,basic.4y,no,yes,no,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
17672,39,management,married,university.degree,no,no,no,1,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,no
17673,29,admin.,married,professional.course,no,yes,no,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
17674,57,management,married,university.degree,unknown,no,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
17675,31,technician,married,university.degree,no,no,no,1,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,no
17676,31,management,single,university.degree,no,yes,no,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
17677,47,admin.,single,university.degree,no,no,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
17678,49,blue-collar,married,basic.6y,no,no,no,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
17679,52,admin.,divorced,university.degree,no,yes,yes,3,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,no
17680,24,admin.,single,university.degree,no,no,no,1,999,1,failure,-1.8,92.893,-46.2,1.264,5099.1,no
17681,58,services,married,basic.6y,no,yes,no,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
17682,34,blue-collar,married,basic.9y,no,no,no,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
17683,42,blue-collar,divorced,basic.4y,unknown,no,no,6,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
17684,37,admin.,divorced,university.degree,no,no,no,3,9,1,success,-2.9,92.201,-31.4,0.851,5076.2,yes
17685,47,technician,married,professional.course,no,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
17686,37,services,divorced,basic.6y,no,yes,yes,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
17687,45,admin.,married,high.school,no,yes,no,8,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
17688,26,admin.,single,university.degree,no,no,yes,2,6,1,success,-1.7,94.055,-39.8,0.732,4991.6,no
17689,44,admin.,married,high.school,unknown,no,no,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
17690,32,services,married,high.school,no,no,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
17691,30,blue-collar,single,basic.9y,no,yes,no,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
17692,46,blue-collar,divorced,basic.6y,no,yes,no,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
17693,54,admin.,married,university.degree,no,unknown,unknown,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
17694,40,technician,married,professional.course,unknown,yes,no,10,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
17695,32,admin.,single,university.degree,no,yes,yes,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
17696,45,blue-collar,married,basic.4y,no,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
17697,29,management,married,university.degree,no,yes,no,4,999,1,failure,-1.8,92.893,-46.2,1.27,5099.1,yes
17698,36,admin.,married,university.degree,no,yes,no,1,999,1,failure,-0.1,93.2,-42,4.021,5195.8,no
17699,30,admin.,single,university.degree,no,yes,yes,2,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,no
17700,48,admin.,married,professional.course,unknown,yes,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
17701,46,admin.,divorced,university.degree,no,no,no,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
17702,30,services,married,high.school,no,yes,no,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
17703,32,admin.,single,high.school,no,no,yes,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
17704,49,management,married,university.degree,no,no,yes,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
17705,34,technician,single,professional.course,no,yes,no,11,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
17706,42,blue-collar,married,basic.4y,no,unknown,unknown,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
17707,38,technician,single,professional.course,no,no,no,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
17708,55,management,single,unknown,no,no,yes,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
17709,49,blue-collar,married,basic.4y,unknown,no,no,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
17710,62,retired,married,basic.4y,no,no,no,1,9,2,failure,-1.7,94.027,-38.3,0.898,4991.6,yes
17711,44,admin.,married,university.degree,no,yes,no,1,999,0,nonexistent,-1.1,94.601,-49.5,1,4963.6,yes
17712,40,blue-collar,married,basic.4y,unknown,yes,no,7,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
17713,40,blue-collar,married,basic.9y,no,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
17714,33,services,single,high.school,no,no,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
17715,37,services,divorced,high.school,no,no,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
17716,42,admin.,married,university.degree,no,no,yes,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
17717,31,blue-collar,married,basic.6y,no,yes,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
17718,35,blue-collar,married,basic.9y,no,yes,no,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
17719,29,services,married,high.school,no,yes,yes,4,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
17720,30,admin.,single,university.degree,no,yes,yes,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
17721,46,blue-collar,married,basic.6y,unknown,yes,yes,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
17722,47,technician,married,professional.course,no,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
17723,29,technician,married,professional.course,no,no,no,3,999,1,failure,-0.1,93.2,-42,4.153,5195.8,no
17724,29,admin.,single,high.school,no,yes,no,1,6,1,success,-1.1,94.767,-50.8,1.05,4963.6,no
17725,59,retired,married,high.school,no,yes,no,17,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
17726,40,management,divorced,university.degree,unknown,yes,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
17727,41,self-employed,single,university.degree,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
17728,48,technician,married,university.degree,unknown,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
17729,50,blue-collar,married,unknown,unknown,no,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
17730,30,technician,single,professional.course,no,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
17731,52,self-employed,married,basic.4y,unknown,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
17732,47,services,married,high.school,unknown,yes,no,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
17733,36,blue-collar,single,basic.6y,no,no,no,7,999,1,failure,-0.1,93.2,-42,4.076,5195.8,no
17734,26,services,married,high.school,no,yes,no,9,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
17735,40,admin.,divorced,high.school,no,no,no,7,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,no
17736,35,technician,married,university.degree,no,yes,no,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
17737,43,admin.,divorced,university.degree,no,no,no,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,yes
17738,32,admin.,married,university.degree,no,no,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
17739,36,blue-collar,married,unknown,no,yes,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
17740,44,admin.,married,university.degree,no,no,no,1,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,yes
17741,27,admin.,single,professional.course,no,no,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
17742,29,admin.,single,university.degree,no,yes,yes,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
17743,36,admin.,single,university.degree,no,no,no,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
17744,47,admin.,married,high.school,unknown,yes,yes,22,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
17745,27,self-employed,single,university.degree,no,no,no,2,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,no
17746,31,self-employed,single,high.school,no,no,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
17747,23,services,single,high.school,no,no,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
17748,34,blue-collar,married,professional.course,no,no,yes,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
17749,49,blue-collar,married,basic.4y,unknown,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
17750,47,blue-collar,married,basic.9y,no,no,no,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
17751,30,technician,single,university.degree,unknown,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
17752,34,technician,single,professional.course,no,yes,yes,1,999,0,nonexistent,-1.8,92.843,-50,1.726,5099.1,no
17753,26,admin.,single,high.school,no,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
17754,44,admin.,married,university.degree,no,yes,no,1,999,0,nonexistent,-3.4,92.431,-26.9,0.735,5017.5,yes
17755,32,technician,single,professional.course,no,no,no,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
17756,24,services,single,high.school,no,no,no,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
17757,34,admin.,married,university.degree,unknown,no,no,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
17758,58,management,married,university.degree,no,yes,no,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
17759,32,unemployed,single,high.school,unknown,no,no,11,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
17760,34,blue-collar,married,basic.4y,no,yes,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
17761,24,admin.,single,university.degree,no,yes,no,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no
17762,27,technician,single,professional.course,no,no,no,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
17763,39,services,divorced,high.school,no,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
17764,42,technician,married,university.degree,unknown,yes,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
17765,31,technician,single,professional.course,no,no,no,16,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
17766,38,technician,married,university.degree,no,yes,yes,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
17767,35,student,single,university.degree,unknown,yes,yes,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,yes
17768,33,unemployed,married,basic.4y,no,no,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
17769,32,admin.,single,university.degree,no,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
17770,31,services,divorced,high.school,no,no,no,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
17771,35,unemployed,single,basic.9y,no,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
17772,50,technician,married,professional.course,no,yes,no,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,yes
17773,72,retired,married,professional.course,no,yes,no,2,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,no
17774,33,services,married,professional.course,no,yes,yes,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
17775,50,technician,married,professional.course,unknown,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
17776,37,admin.,married,high.school,no,no,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
17777,35,admin.,single,university.degree,unknown,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
17778,53,retired,married,high.school,unknown,no,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
17779,38,technician,married,high.school,no,no,no,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
17780,30,admin.,single,university.degree,no,yes,no,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
17781,34,services,married,professional.course,no,yes,no,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
17782,43,technician,single,professional.course,no,yes,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
17783,49,blue-collar,married,basic.4y,no,yes,no,2,999,0,nonexistent,-3.4,92.379,-29.8,0.77,5017.5,no
17784,56,unemployed,divorced,university.degree,unknown,yes,no,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
17785,47,admin.,married,university.degree,no,yes,no,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
17786,31,entrepreneur,single,university.degree,no,yes,no,3,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
17787,28,blue-collar,single,high.school,unknown,yes,no,7,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
17788,29,admin.,single,university.degree,no,yes,no,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
17789,53,blue-collar,married,high.school,unknown,yes,yes,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
17790,51,entrepreneur,married,basic.4y,unknown,no,no,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
17791,46,management,married,university.degree,no,yes,yes,3,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
17792,54,blue-collar,divorced,basic.4y,unknown,no,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
17793,31,services,single,high.school,no,yes,yes,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
17794,29,admin.,married,high.school,no,no,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
17795,81,housemaid,divorced,basic.4y,no,yes,no,6,999,0,nonexistent,-3.4,92.649,-30.1,0.719,5017.5,no
17796,55,entrepreneur,married,professional.course,no,yes,no,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
17797,44,blue-collar,single,basic.9y,no,yes,no,18,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
17798,36,blue-collar,married,basic.9y,no,no,no,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
17799,45,blue-collar,married,basic.9y,no,yes,no,5,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
17800,33,blue-collar,married,basic.6y,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
17801,38,blue-collar,divorced,basic.9y,no,no,yes,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
17802,28,blue-collar,married,basic.9y,unknown,yes,no,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
17803,52,blue-collar,married,high.school,unknown,no,no,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,yes
17804,40,management,married,basic.6y,unknown,yes,no,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
17805,35,blue-collar,married,basic.9y,unknown,yes,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
17806,36,admin.,married,high.school,no,no,no,8,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
17807,51,housemaid,married,basic.4y,unknown,yes,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
17808,21,services,single,high.school,no,yes,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
17809,24,student,single,high.school,no,no,yes,2,12,2,failure,-1.7,94.055,-39.8,0.729,4991.6,yes
17810,34,admin.,married,basic.9y,no,yes,no,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
17811,39,admin.,divorced,university.degree,no,yes,yes,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
17812,26,services,married,high.school,no,unknown,unknown,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
17813,50,admin.,married,university.degree,no,yes,yes,4,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
17814,37,services,single,high.school,no,yes,no,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
17815,37,blue-collar,single,university.degree,unknown,yes,no,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
17816,58,retired,married,university.degree,no,yes,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
17817,55,entrepreneur,divorced,university.degree,unknown,no,no,8,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
17818,34,blue-collar,married,high.school,no,yes,no,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
17819,31,blue-collar,married,university.degree,no,yes,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
17820,32,services,married,high.school,no,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
17821,49,blue-collar,married,basic.6y,unknown,no,no,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,yes
17822,44,blue-collar,married,basic.4y,unknown,yes,yes,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
17823,41,blue-collar,married,basic.9y,unknown,yes,yes,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
17824,32,admin.,married,university.degree,no,no,yes,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
17825,25,entrepreneur,single,university.degree,no,yes,no,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
17826,40,technician,single,university.degree,no,yes,no,2,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,no
17827,29,admin.,single,university.degree,no,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
17828,53,retired,divorced,high.school,no,no,yes,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
17829,31,services,married,high.school,no,yes,no,6,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
17830,58,blue-collar,divorced,basic.4y,no,yes,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
17831,54,housemaid,married,basic.4y,unknown,no,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
17832,54,blue-collar,married,basic.4y,unknown,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
17833,53,management,married,university.degree,no,no,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
17834,48,unemployed,single,basic.4y,no,yes,no,6,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
17835,34,management,single,university.degree,no,yes,no,2,999,1,failure,-0.1,93.2,-42,4.12,5195.8,no
17836,45,admin.,divorced,basic.9y,no,yes,yes,1,999,0,nonexistent,-1.7,94.027,-38.3,0.895,4991.6,no
17837,33,technician,married,university.degree,no,no,no,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
17838,42,services,married,high.school,no,yes,no,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
17839,59,technician,single,basic.6y,no,no,no,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,no
17840,42,blue-collar,married,basic.4y,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
17841,33,admin.,divorced,university.degree,no,no,no,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
17842,35,unemployed,married,university.degree,no,no,no,1,6,1,success,-3.4,92.431,-26.9,0.733,5017.5,yes
17843,55,admin.,divorced,high.school,no,yes,no,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,no
17844,29,admin.,single,high.school,no,yes,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
17845,52,self-employed,married,basic.4y,unknown,no,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
17846,27,student,single,university.degree,no,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
17847,49,unemployed,married,high.school,no,yes,no,1,999,0,nonexistent,-3.4,92.379,-29.8,0.768,5017.5,no
17848,46,technician,married,basic.6y,no,no,no,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,no
17849,20,student,single,high.school,no,no,no,1,999,1,failure,-2.9,92.469,-33.6,1.029,5076.2,no
17850,46,blue-collar,single,basic.4y,no,yes,yes,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
17851,31,housemaid,married,professional.course,no,yes,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
17852,58,management,married,basic.6y,unknown,no,no,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
17853,55,technician,married,basic.6y,no,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
17854,24,student,single,basic.4y,no,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
17855,34,admin.,married,university.degree,no,no,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
17856,33,self-employed,married,university.degree,no,yes,no,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
17857,32,blue-collar,married,basic.9y,no,no,no,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
17858,44,admin.,married,university.degree,unknown,yes,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
17859,33,services,married,high.school,unknown,yes,no,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
17860,31,technician,single,unknown,no,unknown,unknown,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
17861,39,blue-collar,married,basic.9y,unknown,no,no,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
17862,37,entrepreneur,married,university.degree,no,yes,no,5,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
17863,53,blue-collar,married,high.school,no,yes,no,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
17864,50,entrepreneur,married,basic.9y,no,yes,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
17865,58,admin.,single,university.degree,no,no,yes,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
17866,35,blue-collar,married,basic.9y,unknown,yes,no,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no
17867,37,technician,married,university.degree,no,yes,yes,6,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
17868,28,blue-collar,single,basic.6y,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
17869,60,blue-collar,married,unknown,unknown,yes,no,5,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
17870,27,admin.,married,professional.course,no,yes,yes,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
17871,44,entrepreneur,married,university.degree,unknown,no,yes,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
17872,32,admin.,married,university.degree,unknown,yes,no,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
17873,34,self-employed,single,university.degree,no,no,no,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
17874,26,unemployed,married,high.school,no,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
17875,44,blue-collar,married,basic.6y,no,yes,no,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
