id_klienta,wiek,zawod,stan_cywilny,wyksztalcenie,debet,hipoteka,pozyczka,liczba_kontaktow,przerwa,poprzednie,poprzedni_wynik,zmiennosc_zatrudnienia,CPI,CCI,EURIBOR3M,wskaznik_zatrudnienia
39184,68,retired,single,university.degree,no,yes,no,1,999,0,nonexistent,-3.4,92.379,-29.8,0.741,5017.5
39185,52,admin.,married,university.degree,no,no,yes,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
39186,40,blue-collar,married,basic.9y,no,no,no,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1
39187,43,management,married,high.school,no,no,yes,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1
39188,42,admin.,married,high.school,no,yes,no,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
39189,48,blue-collar,married,basic.9y,no,no,no,14,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
39190,52,technician,married,professional.course,no,no,no,5,999,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2
39191,54,admin.,married,university.degree,no,yes,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1
39192,43,admin.,divorced,university.degree,no,no,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
39193,41,self-employed,divorced,university.degree,no,no,no,10,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
39194,36,admin.,married,university.degree,no,yes,no,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
39195,39,unemployed,married,university.degree,no,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
39196,33,blue-collar,married,basic.9y,no,yes,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1
39197,25,blue-collar,married,high.school,unknown,yes,yes,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
39198,62,retired,married,high.school,no,no,no,1,6,1,success,-3.4,92.431,-26.9,0.724,5017.5
39199,54,blue-collar,single,unknown,no,yes,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
39200,35,self-employed,married,professional.course,no,no,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191
39201,40,housemaid,single,university.degree,no,no,no,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
39202,50,blue-collar,married,basic.6y,no,yes,no,2,999,1,failure,-0.1,93.2,-42,4.191,5195.8
39203,28,management,married,university.degree,no,no,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
39204,31,services,married,high.school,no,no,no,6,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191
39205,50,entrepreneur,married,university.degree,no,no,no,1,999,1,failure,-0.1,93.2,-42,4.021,5195.8
39206,46,blue-collar,married,basic.9y,no,no,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
39207,27,admin.,single,professional.course,no,yes,yes,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1
39208,25,blue-collar,married,basic.9y,no,yes,no,16,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
39209,26,admin.,single,university.degree,no,yes,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
39210,44,services,married,professional.course,no,no,no,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1
39211,22,student,single,high.school,no,no,no,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1
39212,23,services,married,high.school,no,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
39213,59,retired,married,basic.9y,unknown,no,no,8,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
39214,40,admin.,married,university.degree,no,no,yes,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1
39215,33,blue-collar,single,basic.9y,no,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
39216,36,services,divorced,basic.9y,no,yes,no,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
39217,48,admin.,single,university.degree,no,no,no,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8
39218,31,admin.,single,university.degree,no,no,no,3,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1
39219,33,admin.,married,university.degree,no,yes,yes,12,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
39220,52,blue-collar,married,high.school,no,yes,no,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
39221,30,services,single,high.school,no,no,no,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
39222,51,admin.,married,university.degree,no,yes,no,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8
39223,35,technician,divorced,professional.course,no,no,no,10,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191
39224,39,housemaid,married,basic.4y,no,no,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
39225,30,blue-collar,married,basic.6y,no,yes,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
39226,45,admin.,single,high.school,no,no,no,1,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5
39227,34,self-employed,single,university.degree,no,yes,yes,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
39228,33,unknown,married,unknown,unknown,yes,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1
39229,37,blue-collar,married,basic.9y,unknown,no,no,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
39230,30,blue-collar,married,basic.4y,no,yes,no,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
39231,45,admin.,married,basic.9y,unknown,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191
39232,23,blue-collar,single,basic.9y,no,no,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
39233,30,technician,married,professional.course,unknown,yes,no,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
39234,25,services,married,high.school,no,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
39235,46,blue-collar,single,basic.6y,unknown,no,yes,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1
39236,39,blue-collar,married,basic.6y,no,yes,no,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
39237,29,admin.,single,university.degree,no,yes,no,5,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8
39238,44,admin.,married,basic.6y,no,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
39239,63,technician,married,professional.course,no,no,no,1,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5
39240,25,technician,single,high.school,no,no,yes,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
39241,42,services,married,high.school,no,no,no,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1
39242,34,blue-collar,married,basic.9y,no,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191
39243,49,blue-collar,married,basic.9y,unknown,no,yes,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1
39244,25,blue-collar,married,basic.9y,unknown,no,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
39245,52,admin.,married,university.degree,unknown,no,no,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1
39246,35,services,married,high.school,no,no,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1
39247,53,blue-collar,divorced,unknown,no,no,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
39248,48,services,married,professional.course,unknown,yes,no,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
39249,52,admin.,divorced,university.degree,no,yes,no,1,3,2,success,-3.4,92.649,-30.1,0.715,5017.5
39250,33,admin.,married,high.school,no,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
39251,42,blue-collar,married,basic.4y,no,yes,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1
39252,56,retired,married,basic.6y,no,no,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
39253,40,admin.,married,basic.9y,no,no,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
39254,39,admin.,married,high.school,no,no,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
39255,31,technician,married,professional.course,no,no,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
39256,27,student,married,university.degree,no,no,no,1,999,1,failure,-2.9,92.963,-40.8,1.262,5076.2
39257,47,services,married,high.school,unknown,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
39258,40,technician,married,professional.course,no,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
39259,31,unemployed,single,university.degree,no,yes,no,1,6,3,success,-1.7,94.215,-40.3,0.835,4991.6
39260,31,technician,single,university.degree,no,yes,yes,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8
39261,30,blue-collar,married,basic.9y,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
39262,44,blue-collar,married,basic.6y,unknown,no,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
39263,29,technician,single,professional.course,no,yes,yes,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
39264,35,entrepreneur,married,high.school,no,no,no,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
39265,33,technician,divorced,professional.course,no,yes,no,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
39266,43,services,married,basic.6y,no,no,no,1,999,0,nonexistent,-0.1,93.2,-42,4.343,5195.8
39267,27,admin.,single,high.school,no,yes,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
39268,37,technician,married,university.degree,no,no,no,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
39269,28,services,married,high.school,no,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
39270,55,unemployed,married,basic.4y,unknown,yes,yes,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
39271,20,technician,single,professional.course,unknown,no,no,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
39272,53,admin.,married,high.school,no,yes,no,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1
39273,33,management,married,university.degree,no,no,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
39274,32,admin.,single,university.degree,unknown,yes,yes,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
39275,39,technician,single,high.school,no,yes,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
39276,45,services,married,basic.6y,no,unknown,unknown,10,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
39277,58,retired,married,professional.course,unknown,no,no,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
39278,45,technician,married,professional.course,unknown,no,no,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
39279,31,admin.,divorced,high.school,no,no,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1
39280,58,admin.,married,high.school,no,no,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
39281,33,services,single,high.school,no,yes,yes,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
39282,29,blue-collar,married,high.school,unknown,no,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1
39283,39,admin.,divorced,university.degree,no,yes,no,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
39284,36,blue-collar,married,basic.6y,unknown,yes,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
39285,41,blue-collar,married,basic.9y,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191
39286,37,services,single,basic.9y,no,yes,no,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8
39287,33,entrepreneur,married,university.degree,no,yes,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
39288,35,services,married,basic.9y,unknown,no,no,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1
39289,59,blue-collar,married,professional.course,no,no,no,1,999,0,nonexistent,-0.1,93.798,-40.4,4.968,5195.8
39290,40,technician,single,high.school,no,yes,no,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
39291,26,blue-collar,single,high.school,unknown,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
39292,27,blue-collar,married,basic.9y,unknown,yes,yes,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
39293,32,blue-collar,single,basic.6y,unknown,unknown,unknown,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
39294,49,blue-collar,married,basic.4y,unknown,no,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
39295,56,entrepreneur,married,university.degree,unknown,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
39296,58,retired,married,basic.4y,unknown,yes,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
39297,48,admin.,divorced,unknown,no,yes,no,6,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
39298,57,retired,married,basic.4y,unknown,yes,no,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
39299,32,admin.,divorced,university.degree,unknown,yes,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
39300,47,technician,single,professional.course,unknown,no,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
39301,29,technician,married,professional.course,no,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
39302,30,admin.,single,university.degree,no,yes,yes,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
39303,46,admin.,married,professional.course,no,yes,no,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1
39304,44,blue-collar,married,professional.course,unknown,no,no,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8
39305,26,student,single,basic.9y,no,yes,yes,4,999,1,failure,-1.8,92.843,-50,1.811,5099.1
39306,23,student,single,high.school,no,no,no,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2
39307,33,admin.,single,high.school,unknown,no,yes,7,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
39308,34,management,married,university.degree,no,no,no,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
39309,55,blue-collar,married,basic.4y,unknown,no,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
39310,43,admin.,married,university.degree,no,no,yes,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2
39311,54,blue-collar,married,basic.4y,unknown,yes,no,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
39312,45,management,married,university.degree,no,yes,yes,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191
39313,32,admin.,married,high.school,no,no,no,3,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8
39314,48,technician,divorced,professional.course,no,yes,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
39315,21,self-employed,single,university.degree,no,yes,yes,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
39316,38,technician,single,university.degree,no,yes,yes,1,999,0,nonexistent,-1.7,94.055,-39.8,0.742,4991.6
39317,59,entrepreneur,married,high.school,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191
39318,53,self-employed,divorced,university.degree,no,no,no,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
39319,29,admin.,single,basic.9y,unknown,no,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
39320,31,technician,single,university.degree,no,yes,no,4,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
39321,32,technician,married,university.degree,no,yes,no,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1
39322,33,admin.,married,university.degree,no,unknown,unknown,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
39323,48,self-employed,married,university.degree,unknown,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191
39324,28,services,single,high.school,no,no,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191
39325,45,admin.,married,high.school,no,no,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
39326,31,technician,married,university.degree,no,no,no,4,999,0,nonexistent,-1.8,93.369,-34.8,0.651,5008.7
39327,55,technician,married,professional.course,no,yes,no,1,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5
39328,51,blue-collar,married,basic.4y,unknown,yes,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
39329,36,services,divorced,university.degree,no,no,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
39330,45,admin.,married,university.degree,no,no,no,1,999,0,nonexistent,-2.9,92.469,-33.6,1.072,5076.2
39331,45,blue-collar,married,basic.9y,unknown,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191
39332,72,retired,married,unknown,no,no,no,1,999,0,nonexistent,-3.4,92.379,-29.8,0.809,5017.5
39333,59,blue-collar,married,basic.4y,unknown,no,no,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
39334,61,admin.,married,university.degree,unknown,yes,no,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2
39335,40,admin.,married,university.degree,no,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
39336,36,services,married,high.school,no,yes,no,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191
39337,53,admin.,divorced,high.school,no,yes,no,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191
39338,36,technician,married,professional.course,no,no,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
39339,50,blue-collar,divorced,basic.9y,unknown,no,no,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
39340,44,blue-collar,married,basic.4y,no,yes,no,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
39341,57,retired,married,unknown,unknown,no,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
39342,38,technician,married,professional.course,no,no,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191
39343,40,blue-collar,married,basic.4y,no,no,no,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1
39344,58,blue-collar,married,professional.course,unknown,no,yes,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1
39345,39,technician,single,high.school,no,no,no,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
39346,30,entrepreneur,married,basic.9y,no,no,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1
39347,41,technician,divorced,professional.course,no,yes,no,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1
39348,35,technician,single,basic.9y,no,yes,no,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
39349,29,management,single,university.degree,no,no,no,1,999,1,failure,-0.1,93.2,-42,4.153,5195.8
39350,52,services,married,high.school,unknown,no,no,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
39351,39,admin.,single,high.school,unknown,yes,no,16,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191
39352,41,blue-collar,married,basic.4y,unknown,no,no,7,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
39353,30,blue-collar,single,basic.9y,no,yes,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
39354,32,blue-collar,single,university.degree,unknown,yes,no,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8
39355,45,blue-collar,divorced,basic.9y,no,yes,yes,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191
39356,40,self-employed,married,university.degree,no,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
39357,29,housemaid,married,high.school,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191
39358,30,admin.,married,university.degree,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191
39359,46,admin.,married,basic.4y,no,no,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
39360,35,technician,married,professional.course,no,no,no,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1
39361,51,blue-collar,married,basic.9y,unknown,no,no,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191
39362,27,student,single,high.school,no,no,no,1,3,2,success,-2.9,92.201,-31.4,0.884,5076.2
39363,32,services,married,high.school,no,no,no,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8
39364,33,admin.,single,university.degree,no,yes,no,1,7,2,success,-1.8,93.749,-34.6,0.635,5008.7
39365,52,technician,married,professional.course,no,no,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
39366,54,blue-collar,married,basic.9y,no,yes,no,2,3,1,success,-2.9,92.963,-40.8,1.268,5076.2
39367,36,entrepreneur,married,basic.6y,no,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
39368,42,admin.,married,high.school,no,yes,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
39369,57,self-employed,married,university.degree,no,yes,yes,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
39370,40,technician,married,professional.course,unknown,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191
39371,47,admin.,married,basic.9y,no,yes,yes,4,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
39372,55,blue-collar,married,basic.4y,no,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1
39373,33,management,single,university.degree,no,unknown,unknown,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2
39374,25,technician,single,university.degree,no,no,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
39375,52,management,married,university.degree,unknown,no,no,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
39376,24,student,single,high.school,no,no,no,1,999,1,failure,-2.9,92.469,-33.6,1.029,5076.2
39377,35,admin.,married,university.degree,no,yes,yes,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
39378,25,unknown,single,university.degree,no,no,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
39379,39,admin.,divorced,high.school,no,yes,yes,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
39380,34,management,married,university.degree,unknown,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
39381,45,blue-collar,married,basic.4y,unknown,yes,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
39382,45,admin.,married,basic.6y,unknown,yes,no,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
39383,34,services,divorced,professional.course,unknown,no,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
39384,31,unemployed,single,high.school,no,no,no,2,999,0,nonexistent,-1.8,93.876,-40,0.692,5008.7
39385,35,technician,single,professional.course,no,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191
39386,54,retired,married,high.school,unknown,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
39387,33,blue-collar,married,basic.6y,no,yes,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
39388,30,technician,divorced,basic.9y,no,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
39389,36,unemployed,married,professional.course,no,yes,no,1,999,0,nonexistent,-1.7,94.055,-39.8,0.748,4991.6
39390,45,technician,divorced,professional.course,no,yes,yes,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
39391,24,technician,single,university.degree,no,no,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
39392,53,services,divorced,basic.9y,no,no,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
39393,38,admin.,divorced,university.degree,no,yes,no,3,999,0,nonexistent,-1.8,93.075,-47.1,1.498,5099.1
39394,32,admin.,single,university.degree,no,no,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
39395,49,blue-collar,married,high.school,unknown,yes,yes,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
39396,30,admin.,single,basic.9y,no,yes,no,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
39397,64,unknown,married,unknown,no,no,no,1,3,3,success,-1.1,94.767,-50.8,1.048,4963.6
39398,53,self-employed,married,university.degree,unknown,no,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
39399,39,technician,married,high.school,no,yes,no,4,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
39400,43,management,married,university.degree,no,no,no,5,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
39401,41,housemaid,married,high.school,no,no,no,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
39402,33,admin.,single,university.degree,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
39403,32,technician,single,university.degree,no,no,no,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
39404,56,services,divorced,high.school,unknown,yes,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
39405,34,self-employed,single,high.school,no,yes,no,4,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8
39406,46,admin.,divorced,university.degree,no,yes,no,9,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
39407,62,admin.,married,university.degree,no,yes,yes,1,999,0,nonexistent,-2.9,92.201,-31.4,0.849,5076.2
39408,49,management,married,university.degree,no,no,no,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8
39409,40,management,married,university.degree,no,yes,no,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
39410,40,services,single,high.school,no,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
39411,34,blue-collar,married,basic.4y,no,yes,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
39412,55,retired,married,basic.4y,no,no,no,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2
39413,36,admin.,married,university.degree,no,no,no,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
39414,30,technician,single,professional.course,no,no,yes,7,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
39415,55,retired,married,high.school,no,yes,no,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
39416,35,admin.,married,high.school,no,no,no,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8
39417,31,services,divorced,high.school,no,no,no,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8
39418,43,admin.,married,high.school,no,yes,no,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
39419,48,technician,married,professional.course,unknown,no,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
39420,45,blue-collar,married,basic.4y,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191
39421,39,technician,married,professional.course,no,no,no,12,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191
39422,52,entrepreneur,married,high.school,no,yes,no,3,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2
39423,36,admin.,married,university.degree,no,no,no,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1
39424,37,admin.,married,university.degree,no,yes,no,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8
39425,34,management,single,high.school,no,yes,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
39426,26,student,single,university.degree,no,no,no,1,7,1,success,-3.4,92.649,-30.1,0.714,5017.5
39427,30,blue-collar,married,high.school,no,no,no,1,999,0,nonexistent,-1.8,93.369,-34.8,0.655,5008.7
